,0,1,2,3,4,5
47,0.0,2.360043,3.0544362,1.0802838,0.821223,4.3621726
48,0.0,3.0302348,3.439988,0.8896588,0.25491497,4.4566717
49,0.0,2.3742702,2.0428913,4.077137,2.5469592,3.1175144
50,0.007258199,3.3949566,2.8981547,4.792275,2.5249765,2.795777
51,0.0,4.1837754,3.0846293,4.2258997,1.4358375,2.068525
52,1.1201267,2.2023733,6.3127823,6.3331456,6.658911,3.7943983
53,0.0,3.538455,3.1928356,4.7554116,2.668139,2.5942
54,0.0,2.2685118,1.530904,3.883672,2.1942787,3.0506768
55,2.5085335,0.77833444,1.6436043,3.8684864,9.284265,4.595479
56,0.0,3.430986,2.8906124,4.7125044,2.444103,2.6675358
57,2.073335,1.0599364,1.3990242,4.0777574,8.024615,4.2905393
58,0.0,3.2654586,2.0848541,4.613372,1.8246057,2.8625283
59,0.0,0.0,2.5424643,1.0158919,2.3737643,4.640531
60,0.0,1.8779646,8.061726,2.0440087,5.8676443,5.5246167
61,0.84757143,1.4642222,1.0016758,4.346309,3.8105283,3.3845098
62,0.0,4.92503,0.5618287,2.021303,0.2545136,4.4674735
63,0.3310029,3.3315587,4.270902,5.4660773,3.7660728,2.5333996
64,0.0,2.29783,2.5119073,0.9483938,0.5076895,4.3975773
65,0.0,2.3829806,5.4243903,0.98371303,1.1274819,2.4305968
66,0.59687656,2.247428,3.072252,5.5811677,3.9397786,3.3836808
67,0.0,3.0291567,6.4534264,1.7338158,1.6355102,2.6558037
68,0.54074246,5.269364,6.575561,4.5665584,4.467875,2.3876023
69,0.0786845,0.9163238,3.6858752,4.6636233,6.5049763,3.0198636
70,0.0,2.13518,3.9439328,0.65266335,0.89041936,4.6924214
71,0.0,2.4532306,4.2051034,1.4405411,1.0103624,1.7718716
72,0.0,2.3498266,0.9382559,3.582597,1.7685798,2.9389837
73,0.0,3.8255315,2.6965437,1.2179229,0.18177459,2.556277
74,0.0,0.0,2.3663633,0.60010254,1.6507951,4.411328
75,0.0,0.91300464,4.149842,1.9389803,2.240559,4.4983244
76,0.0,1.5274793,4.511964,0.93500483,1.583795,4.8384094
77,0.0,3.629798,2.9975824,1.0694156,0.28878477,2.5710778
78,0.0,3.146165,4.6607246,0.91034365,0.9142705,3.972396
79,0.0,2.4925714,4.4855614,0.91162074,1.6362649,2.7039292
80,1.5560261,1.9704257,3.4332952,5.820226,5.880797,3.8987424
81,0.0,3.201054,2.176528,4.68259,2.0284777,2.9926114
82,1.7906363,1.0794171,1.5405633,4.1939893,7.711152,4.202252
83,0.0,4.2926564,3.2345648,1.4176782,0.011898845,3.4261003
84,0.0,2.1117406,1.231992,3.775452,2.2106047,3.0573318
85,0.5061699,2.305526,2.084566,4.9979005,3.1606557,3.357935
86,0.0,4.5604825,3.262092,3.5724442,0.6578231,1.7933204
87,0.0,4.4772487,3.097832,1.4544022,0.0017023981,3.1265216
88,0.65906245,2.838183,5.010501,6.029511,5.471142,3.2819755
89,0.0,4.4795194,4.998045,4.2519765,2.4113593,1.0111637
90,0.0,0.0,2.8332071,1.8925301,3.6202073,4.8909955
91,0.76985526,3.6980672,6.917582,3.4032753,3.2591574,0.15742275
92,0.0,3.7900145,4.243497,3.8865972,1.2079023,0.7120402
93,0.0,3.61938,2.943739,1.0847539,0.25382313,2.5306787
94,0.0,1.1110183,1.9791284,0.97648084,0.5769435,4.2768197
95,0.0,4.918716,0.54553396,2.0218446,0.25834003,4.4762645
96,0.0,3.9071279,3.1773005,4.239592,1.8248492,1.4343255
97,0.0,0.53303367,1.2220819,0.0,0.35786453,3.9398293
98,0.9633336,1.2753496,3.9073284,5.5207953,6.680056,3.6006684
99,0.5430013,4.8167615,6.290348,4.044171,3.175182,1.1324086
100,0.0,4.175992,4.965311,2.4633482,0.60175216,1.5308006
101,0.42423522,2.1432242,0.5967287,4.186169,2.422869,3.2102623
102,0.5558511,2.7418969,3.5152516,5.439818,3.9236898,2.9746468
103,0.5787246,2.083525,2.4243152,5.2490907,3.6373925,3.4393697
104,0.0,3.8656192,3.0064032,3.4223092,2.2239192,1.4239421
105,0.102074735,1.4465288,2.2009945,3.8736792,3.5774894,2.9311986
106,0.0,3.0719278,3.0260355,0.9815701,0.503266,3.929586
107,0.0,3.8641453,2.9225233,3.2227147,2.1096091,1.3579593
108,0.63181806,2.3251293,3.64097,5.7638335,4.5631337,3.2958112
109,0.0,4.4752192,3.2628872,1.4881378,0.055665344,2.9261613
110,0.0,2.3425074,4.8623743,0.74622,2.135327,2.7729218
111,1.2370524,4.3236895,5.9124646,5.2829814,5.60473,2.4645936
112,0.0,0.09525104,3.1366913,0.9157982,1.7363958,4.713439
113,0.0,4.4251666,4.6813974,2.9144857,0.48544303,1.531146
114,0.0,0.74160945,2.8248646,1.6211271,1.2999816,4.2659054
115,0.0,3.1475234,3.0468547,0.99717677,0.5103452,3.811254
116,0.0,0.0347469,3.611157,1.9439226,2.908461,4.986967
117,0.0,0.00931789,1.6949539,0.09096697,1.2058339,3.9639192
118,0.0,1.2042125,2.9645083,1.448315,1.0202885,4.5018826
119,0.0,0.99507964,6.6013474,2.1543808,4.0541043,5.831918
120,0.0,3.997078,2.715318,2.465709,0.6566248,1.2214668
121,0.0,4.0771723,2.512741,2.236195,0.45634237,1.5797328
122,0.0,1.3313657,5.286078,1.1499698,2.516307,5.1379027
123,0.0,1.1561947,1.6732984,0.7934015,0.47930548,4.217949
124,0.0,4.910688,0.55443114,2.0460384,0.27212226,4.487528
125,0.0,3.9881186,2.7248564,2.8683176,1.0719539,1.21969
126,0.061676554,0.489123,2.4337533,3.8986397,6.8506975,2.600468
127,0.0,2.6303864,3.8132405,1.860053,0.51307464,0.80074716
128,0.0,0.0,1.4946277,0.32108334,4.620147,3.2605767
129,0.0,0.9368932,1.6869435,0.0,0.10783836,4.388389
130,0.0,0.49861062,2.8258996,1.7053715,1.7151237,4.049599
131,0.0,4.421396,4.7430596,4.0715823,1.5697432,1.0130486
132,0.0,4.9191074,0.5663819,2.0259216,0.2703939,4.457247
133,0.0,4.955972,0.5942244,2.069269,0.29942748,4.524916
134,0.0,0.09318961,2.5050323,1.7410408,2.3494189,3.9209542
135,0.0,4.598729,4.1620684,3.1826017,0.4636102,1.569005
136,0.0,0.3783052,3.7381902,2.012961,2.2559116,4.3376474
137,0.0,3.526463,3.0967493,4.0004015,2.530342,2.2857077
138,0.0,0.70467764,1.8200336,0.09518632,0.3248982,4.3959527
139,1.11825,1.0947063,1.9224639,4.5919743,5.5113435,3.5836322
140,0.0,3.9519162,4.9638567,2.1589463,0.5912707,1.9163201
141,0.0,3.8925705,8.299075,2.6011333,3.190587,2.9911375
142,0.0,3.9440255,4.754515,2.3396032,1.0569836,0.5070121
143,0.0,3.36461,2.7825878,4.099097,2.4489481,2.6896358
144,0.0,3.3916264,3.928303,1.024609,0.51407635,4.179962
145,0.56175536,2.5640779,3.4732654,5.4643826,4.089649,3.0778556
146,0.0,4.9322,0.5704269,2.0428383,0.31228265,4.4932594
147,0.0,3.427503,3.1691966,2.6347508,0.8706504,0.19823334
148,0.0,0.29512036,3.9946554,0.25228962,1.8664376,5.0720963
149,0.0,4.928661,0.55280036,2.0343285,0.27501547,4.492357
150,0.0,0.97145903,3.3063557,0.751431,0.9367064,4.7529974
151,0.0,0.0,1.789262,1.2913506,4.0011992,4.5126014
152,0.0,2.1852803,3.4103324,0.55692005,0.48093697,4.716723
153,0.2670743,3.5623927,3.7206998,4.0978694,1.8698446,0.5308132
154,0.28539705,2.4864712,1.0929227,4.407054,2.155861,3.2547374
155,0.4294384,4.3346834,5.52975,5.0305295,4.4167724,2.2579184
156,0.0,3.2570505,3.7553396,0.98564565,0.41668066,4.2650723
157,0.2977296,3.261433,4.154301,3.9389148,4.1691856,2.4533596
158,0.0,0.2926311,1.5210049,0.040459305,0.6091137,4.013897
159,0.0,2.4169388,2.1989338,4.132401,2.5563648,3.0615177
160,0.8742404,3.3640442,3.415002,4.9821696,3.2701697,1.9107838
161,0.0,0.0,3.0741813,0.95024633,1.9946645,4.7263293
162,0.0,3.984857,2.1540108,3.2861598,1.285263,2.3584037
163,0.0,4.9276404,0.5562679,2.0302033,0.27550572,4.4766545
164,0.13844034,1.6987967,1.2408998,3.71889,2.7495823,3.002447
165,0.0,4.7186656,6.1421638,3.7658222,2.3120553,0.8775611
166,0.0,3.4683342,4.153295,0.95263755,0.71156275,3.9348488
167,0.0,4.3457184,3.3381312,1.3936204,0.08439967,3.0900705
168,0.0,3.6164923,2.8277082,1.0597302,0.24214587,3.018834
169,0.0,0.82184273,4.5769553,1.073084,1.9671407,5.0465035
170,0.6685432,1.8349079,1.4703426,4.7548633,3.4499943,3.4362435
171,0.0,3.045785,3.5837312,4.2272525,3.2848947,2.6329646
172,0.0,3.0846698,3.5277717,1.3241348,0.43250063,1.7338619
173,0.0,3.4784951,3.7043345,4.0768,3.3509324,2.3378901
174,0.0,3.015552,5.183406,1.1267811,0.9683118,3.8073473
175,0.0,4.0416617,2.5424445,4.307623,1.2040688,2.618978
176,0.0,4.2034116,4.5805936,4.574201,2.8400204,1.4417005
177,0.0,3.6079655,5.184445,1.8282781,0.7358633,1.8568032
178,0.0,2.5775838,6.29538,1.2811543,1.7747966,3.4369237
179,0.0,1.2923812,3.4273074,0.67255044,0.8320478,4.8421273
180,0.0,3.1836033,3.47962,0.99687564,0.7167306,2.5430212
181,0.0,4.541043,2.7809842,3.1507266,0.33163056,2.1957314
182,0.7153551,1.7701086,2.174749,5.096125,3.945182,3.4637115
183,0.0,3.9502435,5.443423,2.547866,0.9604176,1.8458138
184,0.0,0.23290531,1.932699,0.20183256,0.7826252,4.2245603
185,0.0,3.85079,3.2667146,4.6380873,2.18367,2.353961
186,0.0,0.68293476,7.150344,2.7472103,4.2082906,5.7878265
187,2.2194753,0.5382654,1.9278026,3.9596221,10.166429,4.7173953
188,0.0,3.6858838,4.9353747,1.4729166,0.63077116,2.8344467
189,0.0,0.098830804,2.2493098,1.635363,2.3675344,3.9888268
190,0.0,3.585301,3.0459366,1.5552906,0.2302011,1.4128039
191,0.0,4.140512,3.7647173,4.56268,2.016545,1.8640951
192,0.0,3.2281075,3.1894064,4.07624,2.8315547,2.4281094
193,0.0,0.0,3.260096,2.0948517,3.565345,4.688057
194,0.0,4.942205,0.54780215,2.0225723,0.26751772,4.4831743
195,0.5391986,0.84734344,2.7995598,4.5262856,6.516083,3.1763074
196,0.0,3.8483963,5.624364,2.3599143,1.3088229,0.81459355
197,0.0,4.124076,4.329013,4.5726795,2.4332807,1.4553039
198,0.0,4.494773,4.613026,3.8642888,1.1673824,1.2412163
199,0.0,3.0031252,3.669165,0.94500566,1.0150518,2.9153686
200,0.0,4.917202,0.5406863,2.0265374,0.25756016,4.4844966
201,0.0,0.6637029,2.7210033,1.6059353,1.3738807,4.192419
202,0.0,1.4255395,3.8926246,1.6656362,1.9123133,4.3742537
203,0.0,3.4714653,3.2044878,2.733619,1.1875954,0.17026255
204,0.6967396,2.458385,3.1917644,5.5490746,4.0371447,3.1486197
205,0.0,2.376815,3.1118968,1.1042217,0.83103216,4.439588
206,0.0,0.8689234,3.1457155,0.66717243,0.81824434,4.7160096
207,0.0,4.036493,4.1829243,1.4299008,0.41877028,3.109269
208,0.0,4.928018,0.57346314,2.0333776,0.2953743,4.471067
209,0.0,4.2257304,4.4892173,1.9471297,0.33823594,2.3474445
210,0.0,3.9049754,2.7068279,3.231281,1.6139674,1.589653
211,0.0,4.6880593,3.3453825,2.2346766,0.09641358,2.3491647
212,0.0,3.8478951,2.7814107,3.0901093,1.2187926,1.2362955
213,0.0,3.2242026,3.293385,0.9713888,0.14422736,4.4374647
214,0.0,2.1215506,2.3756711,0.5622289,0.111347646,4.7358117
215,0.0,4.23651,8.412642,2.9693768,3.2722466,2.3641725
216,0.0,4.661039,2.9799137,1.7879595,0.075127095,2.669721
217,0.0,2.9227715,3.7691467,0.94364226,1.1083905,2.9206684
218,0.0,3.1705275,3.2629576,1.0193661,0.6340046,3.6197457
219,0.0,3.6614084,3.022812,1.4206103,0.25602546,1.7587295
220,0.0,1.029941,4.6127768,0.82822883,1.8226097,4.9330325
221,0.0,0.0,3.9351904,2.3639112,3.5725722,4.9630604
222,0.75751495,1.8397837,3.522853,5.696358,5.2890625,3.637084
223,0.0,3.310969,1.689323,4.3668036,1.3764906,2.977293
224,0.0,1.1998452,1.7319081,0.10132328,0.0055290163,4.515542
225,0.0,4.072868,5.3644047,2.4404838,0.9050834,1.5633632
226,0.0,2.6686497,3.8765945,1.9989039,0.5154761,0.64276415
227,0.0,2.4877276,7.383799,1.4263722,3.6009803,4.6705503
228,0.40722328,3.2127483,3.83269,2.6235464,1.9632918,0.1158664
229,0.0,0.0,3.1180508,2.0062146,3.547491,4.6992564
230,0.0,4.358399,4.0079026,1.8877388,0.15543923,2.343277
231,0.0,4.929163,0.55767184,2.0377645,0.2609161,4.503435
232,1.7288748,5.358749,7.0364537,4.3914523,5.9571667,3.0471885
233,0.0,0.23833649,2.38251,0.61134017,1.0620779,4.3545413
234,1.3656812,4.3027997,6.031261,5.2377048,5.894348,2.6185515
235,0.0,2.8514903,3.9201684,1.0158021,1.2336125,3.124562
236,0.0,3.4770966,3.389661,1.064234,0.132768,4.18616
237,1.3077087,3.2649336,3.6809127,4.8509555,4.3367724,2.0333676
238,0.24000978,4.7825713,6.160356,3.914347,2.8820446,0.9791591
239,0.0,0.9091817,1.0609517,0.647555,0.6493515,3.8277168
240,1.4923716,1.6249224,5.7151976,6.2076864,7.2748356,3.907991
241,0.61314833,0.8884729,2.4130116,4.4414835,6.6457705,3.2688572
242,0.0,4.259513,6.0074244,3.2194538,1.5856612,1.6382804
243,0.0,4.6257834,2.9778998,1.7359113,0.041990608,2.5744116
244,0.0,4.5781245,4.1083035,3.747553,0.9172456,1.4227781
245,0.0,1.9807867,3.3810637,1.2532961,1.1596183,4.527427
246,1.03284,0.97240984,1.8888335,4.375377,6.2344584,3.4078703
247,0.0,4.921435,0.5829163,2.0400379,0.2802841,4.4851604
248,0.0,0.0,1.566159,1.4401141,5.0491843,3.9609516
249,0.73685575,0.96109045,2.5059319,4.551559,6.1915083,3.3364046
250,0.0,4.933817,0.5571502,2.03084,0.26840967,4.4819884
251,0.0,3.88734,2.402099,3.4942348,1.6475724,2.1905527
252,0.0,2.7287583,4.181828,1.3842016,0.9330417,2.0692842
253,1.0526018,1.5386857,1.5914671,4.991573,4.2968297,3.7038915
254,0.0,3.2598224,3.3252711,1.1838783,0.42290172,1.9148635
255,1.0470839,3.968821,3.8629572,2.7314374,3.588938,1.1642412
256,0.0,4.024712,3.3132708,4.4322734,1.8729736,1.9424884
257,0.0,3.7757664,2.6284897,4.530713,1.7557706,2.6316876
258,2.5623813,5.457704,7.0734043,3.8197386,6.7558184,3.3655052
259,0.0,1.9257907,4.658339,0.48899063,1.5400285,4.605025
260,0.0,0.0,2.627638,1.7220567,3.528961,4.854405
261,0.0,1.0178307,1.2802992,0.6593981,0.52319074,4.050938
262,0.0,4.930142,0.5763312,2.0415251,0.28605828,4.501188
263,0.0,3.829289,2.9407306,3.0573037,1.5710326,0.97838044
264,0.0,4.6359935,6.3504066,3.538584,2.221673,0.9031551
265,2.1463327,4.672088,5.807235,4.578625,5.985177,2.5489395
266,0.0,0.6149396,2.2831662,1.362175,1.1905322,4.063444
267,0.0,2.588894,7.69208,1.2349534,5.4191427,4.6291375
268,0.0,3.1110911,5.561564,1.5678035,0.93024933,2.3507614
269,0.0,1.1729381,2.2970216,1.1386086,0.6250529,4.3872705
270,0.0,3.79177,3.1153257,3.4860454,2.5160267,1.5597317
271,0.0,3.0248637,4.457868,0.6496686,0.45036075,2.586783
272,0.0,0.48484302,5.7641296,2.3618178,4.290381,5.7790623
273,0.0,2.6667895,4.4877086,1.2447028,1.1694108,4.7550025
274,0.0,3.4093685,3.1829321,0.97708976,0.50669837,2.799679
275,0.0,3.2788873,3.4077263,1.1030427,0.55718577,2.2290046
276,0.0,0.5500212,1.2185745,0.8055552,0.97573185,3.7200632
277,0.0,3.2534304,3.5752623,1.6927379,0.33184525,1.2336543
278,0.0,3.9901013,2.6075191,2.106558,0.3864248,1.4236848
279,0.7102358,2.3810093,4.321958,5.842308,5.2823772,3.3166995
280,0.0,4.4449825,4.6474195,3.104396,0.5588783,1.4870849
281,0.89326966,1.8815018,3.3487616,5.7015967,5.1525536,3.6619792
282,0.0,4.424444,5.381163,3.0431163,0.99618924,1.3442373
283,0.0,3.5784445,2.8801544,1.0071666,0.30893776,2.766792
284,0.0,4.4891486,4.336526,2.766114,0.25093248,1.7566545
285,0.0,3.074562,5.85206,2.0699039,1.473515,4.681434
286,0.0,3.175202,3.4930356,1.0033798,0.78745735,3.2372344
287,0.40590525,2.1420841,0.62784374,4.1652923,2.4176948,3.2318075
288,0.0,4.9070683,0.56888884,2.0236595,0.2775046,4.4716578
289,0.0,2.2049747,3.475363,1.1937267,1.2579023,4.5025706
290,0.0,3.917647,2.7837958,3.136188,1.4367868,1.3176558
291,0.0,3.9402165,4.951791,2.0311642,0.62585545,2.3680918
292,1.4823551,1.6959141,2.7554455,5.586841,5.59155,4.0518255
293,0.019241653,1.8868109,1.244142,3.7096155,2.489236,2.9767447
294,0.0,1.9102274,2.5183146,1.0083634,0.5483073,4.552847
295,0.0,3.8598413,2.7937205,2.5865896,0.7783903,0.9683647
296,2.1044693,4.743499,6.712452,4.773244,6.6639223,3.0485601
297,1.2164937,1.2242205,3.4375098,5.4640374,6.5456405,3.7547863
298,0.0,0.0,2.9249341,1.4333799,2.7445323,4.799197
299,0.0,1.5426215,3.0834048,4.3936076,4.427168,2.9890006
300,0.0,0.0,2.212047,0.4951118,1.6236398,4.292175
301,0.7279648,1.9060417,2.9888198,5.5190063,4.534232,3.5009792
302,0.5066724,4.790467,6.2502546,3.8730013,3.0924122,1.035245
303,0.0,1.8070735,3.451178,0.6030785,0.71839905,4.7437778
304,0.3205232,3.0010402,4.560993,4.487022,4.272228,2.6893282
305,0.0,0.58220935,1.2321794,0.806936,0.9044908,3.760945
306,0.0,0.4717945,3.237448,1.8933076,1.9188402,4.259815
307,0.0,4.063361,2.6008782,2.7083821,0.8425685,1.4177238
308,0.0,3.1149604,3.5070314,4.2081575,3.141184,2.5053082
309,0.0,3.519114,5.179937,1.3877257,0.6951915,2.7166247
310,0.0,1.7826501,4.0194926,0.86273205,1.0618341,4.871618
311,0.0,4.652277,3.9836297,3.349123,0.4384497,1.5832877
312,0.0,4.0588193,2.328543,3.035689,1.0495147,1.9936631
313,0.0,3.6702797,2.9550974,1.2482703,0.22902796,2.081561
314,0.657579,1.8653351,2.1352196,5.0927672,3.7372468,3.4187245
315,0.0,3.1631935,4.2647147,0.59321916,0.41215834,2.5637765
316,0.0,3.9765644,7.7079444,2.594493,2.4931421,1.4865588
317,2.534355,0.73737466,1.6481113,3.7626843,9.337133,4.5789676
318,0.0,3.5366883,3.0599787,1.2889818,0.29492262,1.7276105
319,0.0,0.086716756,1.7514255,0.15245393,1.0429062,4.048659
320,0.0,1.5999968,3.763807,0.66691256,0.90180814,4.801988
321,0.0,3.6581545,1.9678466,3.5650203,1.5290958,2.6566176
322,0.0,0.7190244,3.7682328,1.9635571,1.9722937,4.427344
323,0.0,0.43053317,1.3319988,0.0,0.4171491,4.006818
324,0.0,0.0,1.3542991,0.27046904,4.1159267,3.4337952
325,0.0,2.3366458,5.280334,1.4408532,3.0315397,4.7112565
326,0.0,0.0,1.7050993,0.0898312,1.4396452,3.9368904
327,0.0,3.9096441,3.4300387,1.1597843,0.06352469,3.793552
328,0.0,0.31867123,4.282501,0.8131877,2.483728,5.2935467
329,0.0,3.9195514,2.7816079,2.9153178,1.14236,1.1589283
330,0.0009004101,2.473052,4.268989,5.6286426,4.4727197,3.0692182
331,0.0,4.763776,4.8247123,2.5023055,1.8961167,0.8419453
332,0.0,2.164944,3.6625733,0.7642343,0.74054885,4.7665367
333,0.0,4.21145,3.492317,1.1725328,0.18521783,3.2440102
334,0.0,1.4635712,1.9994173,0.20028672,0.0,4.59765
335,0.0,2.7144475,1.9788563,4.0116076,2.2628107,3.079308
336,0.1289118,2.685179,1.2639266,4.4071116,1.9995452,3.19951
337,0.0,4.490654,3.836171,2.050003,0.09055039,2.1730075
338,0.0,3.7078404,2.980678,2.6472828,0.90470016,0.63674116
339,0.0,3.533667,7.5231323,3.2679365,2.948252,0.33542022
340,0.0,3.0834582,2.217313,3.996151,2.3266678,3.0030606
341,0.0,2.112023,1.3596125,3.7330644,2.194604,3.0121808
342,0.0,4.364577,5.1754637,3.123225,0.87717223,1.2868688
343,0.0,0.050512508,2.8165963,2.2088606,3.8760288,4.593135
344,0.1791541,1.319009,2.2120862,3.9423656,3.8836668,2.8550162
345,0.05285775,1.9354864,0.6955204,3.4905534,2.3128912,2.8716168
346,0.0,2.2947578,7.205838,0.83121455,2.6087072,3.3428676
347,0.0,2.4335494,4.152656,1.4245715,0.9459455,1.6856283
348,0.0,4.3441625,3.3823833,1.4040056,0.07380077,3.0222223
349,0.37851155,3.6198506,4.736703,5.5096908,3.7588804,2.2419684
350,0.5894283,0.714379,2.2738357,4.132014,6.9044776,3.0762753
351,1.3583637,0.046948597,2.1160786,3.7126565,10.646613,3.9178624
352,0.0,3.8149533,3.081917,2.97374,1.95761,0.7707428
353,0.0,4.3419633,4.7284555,2.5147164,0.45269904,1.7517071
354,0.0,3.8249528,2.6635349,3.4657905,1.9143257,1.8696079
355,0.0,1.9224492,4.291619,1.6068879,2.2240584,4.569032
356,0.4491588,2.2100568,0.7496211,4.233531,2.4012382,3.2667694
357,0.0,2.8425274,2.7297704,0.7850182,0.0,4.680109
358,0.0,0.0,1.276128,0.0,2.6717198,3.2845402
359,0.0,4.4868627,3.8784807,1.9133651,0.14267847,2.5760312
360,0.0,0.23515908,4.4788938,1.8198993,2.7074904,5.178389
361,0.0,0.9039732,3.6570575,0.7912668,1.2009761,4.790079
362,0.0,3.9470673,3.4952006,4.649171,2.168419,2.172152
363,0.0,4.8157496,6.173433,3.5949016,2.1704042,1.0263374
364,0.0,4.314279,3.2173994,1.3992065,0.019271106,3.3484724
365,0.0,1.6531678,3.2413642,1.3350452,1.0918365,4.5907016
366,0.0,4.4473495,2.8961725,3.4901497,0.5726266,1.9498638
367,0.0,3.931799,2.7294552,2.6761942,0.81870794,1.1596661
368,0.0,3.2988822,4.6678753,0.95274043,0.8546784,3.8523235
369,0.0,0.2161039,1.4201946,0.055291563,0.81677175,3.8966892
370,0.0,0.77178514,5.7982817,1.9295645,3.4837954,5.532348
371,0.0,3.181079,3.3963978,0.9939418,0.6971477,3.3063822
372,0.0,2.2907205,1.4327652,3.7979186,2.2170002,3.032513
373,0.6317203,0.92099965,2.9741538,4.8008437,6.3999624,3.2848587
374,1.1778361,1.0156279,2.0202398,4.58676,5.875356,3.6222942
375,0.0,3.94444,5.7221813,3.8212674,1.9955239,0.72590065
376,0.7315901,2.7227812,5.073368,6.0368447,5.691619,3.387745
377,0.0,4.557922,2.60772,3.0239284,0.34789768,2.317959
378,0.0,4.3916574,4.540689,4.242629,1.9013627,1.0722768
379,0.0,3.5871346,3.6142216,1.075213,0.29463348,4.0701385
380,0.0,1.2307295,1.7871134,0.8609922,0.4383789,4.256657
381,0.13198653,3.7640188,3.4851923,3.6686456,3.2846813,1.8745689
382,0.3403077,2.916182,6.2551556,6.3698993,5.359256,3.0023699
383,0.74482757,1.6960618,1.7470396,4.921328,3.7783358,3.5000315
384,0.0,2.5111198,4.2826486,2.0282314,0.87823904,0.6046731
385,0.0,2.7853408,7.2541184,1.6330966,2.184271,1.6644906
386,0.0,0.010581538,3.4134135,1.317549,2.2403622,4.8886046
387,0.0,4.385698,6.7444873,3.6779926,2.2550015,1.3008364
388,0.32277155,4.303759,5.800467,3.9357173,2.4887872,0.5896311
389,0.0,4.046971,2.2678986,3.214389,1.2541125,2.201116
390,0.48793483,2.6510408,2.7577507,5.1395373,3.216945,3.1322467
391,0.15815586,1.2839476,2.5089517,4.034861,4.248665,2.9494033
392,0.0,4.918137,0.5538129,2.0301313,0.2544746,4.4772453
393,0.0,4.0248613,2.5936246,1.8459527,0.2748092,1.6432512
394,0.0,1.277589,1.7363842,0.82925344,0.38766757,4.258425
395,0.0,4.7281756,3.1182098,2.5027611,0.15603432,2.2317097
396,2.4400306,4.4053464,5.484118,4.2333865,6.494195,2.757749
397,0.0,2.5529122,4.518942,0.77839506,0.38633463,1.6412845
